0 0 1 -2.0954117794933e-31 0 0 
1 0 0 -2.4112890811202e-32 0 0 
-1 0 0 -6.2693516109126e-32 0 0 
2 0 0 2.7369110631344e-48 0 0 
-2 0 0 0 0 0 
3 0 0 0 0 0 
-3 0 0 0 0 0 
4 0 0 0 0 0 
-4 0 0 0 0 0 
5 0 0 0 0 0 
-5 0 0 0 0 0 
6 0 0 0 0 0 
-6 0 0 -4.2764235361475e-50 0 0 
7 0 0 2.6727647100922e-51 0 0 
-7 0 0 -2.6727647100922e-51 0 0 
8 0 0 6.6819117752305e-52 0 0 
-8 0 0 -2.6727647100922e-51 0 0 
9 0 0 0 0 0 
-9 0 0 0 0 0 
10 0 0 0 0 0 
-10 0 0 0 0 0 
11 0 0 0 0 0 
-11 0 0 0 0 0 
12 0 0 0 0 0 
-12 0 0 -6.6819117752305e-52 0 0 
13 0 0 0 0 0 
-13 0 0 0 0 0 
14 0 0 6.6819117752305e-52 0 0 
-14 0 0 4.1761948595191e-53 0 0 
15 0 0 0 0 0 
-15 0 0 0 0 0 

0 0 1 -0.20303078978083 0 0 
1 0 0 -0.088117074253061 0 0 
-1 0 0 -0.088117074253061 0 0 
2 0 0 -6.9388939039072e-18 0 0 
-2 0 0 6.9388939039072e-18 0 0 
3 0 0 1.3877787807814e-17 0 0 
-3 0 0 1.3877787807814e-17 0 0 
4 0 0 0 0 0 
-4 0 0 1.7347234759768e-18 0 0 
5 0 0 0 0 0 
-5 0 0 4.336808689942e-19 0 0 
6 0 0 0 0 0 
-6 0 0 1.3552527156069e-20 0 0 
7 0 0 -2.7105054312138e-20 0 0 
-7 0 0 0 0 0 
8 0 0 0 0 0 
-8 0 0 -2.7105054312138e-20 0 0 
9 0 0 -1.6940658945086e-21 0 0 
-9 0 0 0 0 0 
10 0 0 0 0 0 
-10 0 0 -3.3881317890172e-21 0 0 
11 0 0 3.3881317890172e-21 0 0 
-11 0 0 -3.3881317890172e-21 0 0 
12 0 0 0 0 0 
-12 0 0 8.470329472543e-22 0 0 
13 0 0 4.2351647362715e-22 0 0 
-13 0 0 0 0 0 
14 0 0 -1.6940658945086e-21 0 0 
-14 0 0 0 0 0 
15 0 0 4.2351647362715e-22 0 0 
-15 0 0 4.2351647362715e-22 0 0 

0 0 1 -0.18961682800294 0 0 
1 0 0 -0.076178627254396 0 0 
-1 0 0 -0.076178627254402 0 0 
2 0 0 3.4694469519536e-18 0 0 
-2 0 0 0 0 0 
3 0 0 -6.9388939039072e-18 0 0 
-3 0 0 0 0 0 
4 0 0 0 0 0 
-4 0 0 6.9388939039072e-18 0 0 
5 0 0 0 0 0 
-5 0 0 0 0 0 
6 0 0 5.4210108624275e-20 0 0 
-6 0 0 0 0 0 
7 0 0 -8.470329472543e-22 0 0 
-7 0 0 4.2351647362715e-22 0 0 
8 0 0 6.7762635780344e-21 0 0 
-8 0 0 6.7762635780344e-21 0 0 
9 0 0 0 0 0 
-9 0 0 0 0 0 
10 0 0 0 0 0 
-10 0 0 0 0 0 
11 0 0 0 0 0 
-11 0 0 0 0 0 
12 0 0 0 0 0 
-12 0 0 0 0 0 
13 0 0 0 0 0 
-13 0 0 0 0 0 
14 0 0 0 0 0 
-14 0 0 -4.2351647362715e-22 0 0 
15 0 0 -2.1175823681358e-22 0 0 
-15 0 0 0 0 0 

0 0 1 -0.19960746514914 0 0 
1 0 0 -0.10024162778974 0 0 
-1 0 0 -0.10024162778974 0 0 
2 0 0 1.3877787807814e-17 0 0 
-2 0 0 1.3877787807814e-17 0 0 
3 0 0 0 0 0 
-3 0 0 0 0 0 
4 0 0 0 0 0 
-4 0 0 -3.4694469519536e-18 0 0 
5 0 0 0 0 0 
-5 0 0 0 0 0 
6 0 0 -1.0842021724855e-19 0 0 
-6 0 0 0 0 0 
7 0 0 -6.7762635780344e-21 0 0 
-7 0 0 -6.7762635780344e-21 0 0 
8 0 0 -4.2351647362715e-22 0 0 
-8 0 0 -4.2351647362715e-22 0 0 
9 0 0 0 0 0 
-9 0 0 0 0 0 
10 0 0 0 0 0 
-10 0 0 -8.470329472543e-22 0 0 
11 0 0 0 0 0 
-11 0 0 -4.2351647362715e-22 0 0 
12 0 0 -4.2351647362715e-22 0 0 
-12 0 0 0 0 0 
13 0 0 -1.0587911840679e-22 0 0 
-13 0 0 0 0 0 
14 0 0 0 0 0 
-14 0 0 0 0 0 
15 0 0 5.2939559203394e-23 0 0 
-15 0 0 5.2939559203394e-23 0 0 

0 0 1 -0.063916882900039 -2.7755575615629e-17 2.7755575615629e-17 
1 0 0 -0.18591012641761 0 0 
-1 0 0 -0.18591012641761 0 0 
2 0 0 0 0 0 
-2 0 0 -6.9388939039072e-18 0 0 
3 0 0 0 0 0 
-3 0 0 0 0 0 
4 0 0 8.673617379884e-19 0 0 
-4 0 0 8.673617379884e-19 0 0 
5 0 0 0 0 0 
-5 0 0 -6.9388939039072e-18 0 0 
6 0 0 2.7105054312138e-20 0 0 
-6 0 0 -2.7105054312138e-20 0 0 
7 0 0 -2.168404344971e-19 0 0 
-7 0 0 -2.168404344971e-19 0 0 
8 0 0 0 0 0 
-8 0 0 4.336808689942e-19 0 0 
9 0 0 1.3552527156069e-20 0 0 
-9 0 0 0 0 0 
10 0 0 -2.7105054312138e-20 0 0 
-10 0 0 0 0 0 
11 0 0 -5.4210108624275e-20 0 0 
-11 0 0 -2.7105054312138e-20 0 0 
12 0 0 0 0 0 
-12 0 0 0 0 0 
13 0 0 0 0 0 
-13 0 0 0 0 0 
14 0 0 -6.7762635780344e-21 0 0 
-14 0 0 0 0 0 
15 0 0 3.3881317890172e-21 0 0 
-15 0 0 0 0 0 

0 0 1 -0.54928212169139 -6.9388939039072e-18 6.9388939039072e-18 
1 0 0 -0.0064363986994943 0 0 
-1 0 0 -0.0064363986994943 0 0 
2 0 0 1.3877787807814e-17 0 0 
-2 0 0 -1.3877787807814e-17 0 0 
3 0 0 0 0 0 
-3 0 0 0 0 0 
4 0 0 0 0 0 
-4 0 0 0 0 0 
5 0 0 -1.0842021724855e-19 0 0 
-5 0 0 0 0 0 
6 0 0 0 0 0 
-6 0 0 0 0 0 
7 0 0 0 0 0 
-7 0 0 0 0 0 
8 0 0 -1.3552527156069e-20 0 0 
-8 0 0 6.7762635780344e-21 0 0 
9 0 0 3.1763735522036e-22 0 0 
-9 0 0 0 0 0 
10 0 0 0 0 0 
-10 0 0 0 0 0 
11 0 0 1.6940658945086e-21 0 0 
-11 0 0 -1.6940658945086e-21 0 0 
12 0 0 -1.0587911840679e-22 0 0 
-12 0 0 -1.0587911840679e-22 0 0 
13 0 0 2.1175823681358e-22 0 0 
-13 0 0 0 0 0 
14 0 0 4.2351647362715e-22 0 0 
-14 0 0 -4.2351647362715e-22 0 0 
15 0 0 0 0 0 
-15 0 0 0 0 0 

0 0 1 -0.24156868195347 0 0 
1 0 0 -0.026155002958456 0 0 
-1 0 0 -0.026155002958455 0 0 
2 0 0 8.673617379884e-19 0 0 
-2 0 0 0 0 0 
3 0 0 -4.336808689942e-19 0 0 
-3 0 0 0 0 0 
4 0 0 4.336808689942e-19 0 0 
-4 0 0 0 0 0 
5 0 0 0 0 0 
-5 0 0 0 0 0 
6 0 0 6.7762635780344e-21 0 0 
-6 0 0 0 0 0 
7 0 0 3.3881317890172e-21 0 0 
-7 0 0 0 0 0 
8 0 0 -8.470329472543e-22 0 0 
-8 0 0 0 0 0 
9 0 0 4.2351647362715e-22 0 0 
-9 0 0 4.2351647362715e-22 0 0 
10 0 0 0 0 0 
-10 0 0 5.2939559203394e-23 0 0 
11 0 0 -4.2351647362715e-22 0 0 
-11 0 0 4.2351647362715e-22 0 0 
12 0 0 0 0 0 
-12 0 0 0 0 0 
13 0 0 0 0 0 
-13 0 0 -3.3087224502121e-24 0 0 
14 0 0 0 0 0 
-14 0 0 0 0 0 
15 0 0 0 0 0 
-15 0 0 2.1175823681358e-22 0 0 

0 0 1 -0.22469423018361 0 0 
1 0 0 -0.1111994408193 0 0 
-1 0 0 -0.1111994408193 0 0 
2 0 0 0 0 0 
-2 0 0 -4.336808689942e-19 0 0 
3 0 0 0 0 0 
-3 0 0 0 0 0 
4 0 0 0 0 0 
-4 0 0 0 0 0 
5 0 0 -8.673617379884e-19 0 0 
-5 0 0 0 0 0 
6 0 0 0 0 0 
-6 0 0 1.3552527156069e-20 0 0 
7 0 0 0 0 0 
-7 0 0 0 0 0 
8 0 0 0 0 0 
-8 0 0 -5.4210108624275e-20 0 0 
9 0 0 0 0 0 
-9 0 0 0 0 0 
10 0 0 0 0 0 
-10 0 0 0 0 0 
11 0 0 -1.3552527156069e-20 0 0 
-11 0 0 -1.3552527156069e-20 0 0 
12 0 0 -1.6940658945086e-21 0 0 
-12 0 0 0 0 0 
13 0 0 0 0 0 
-13 0 0 0 0 0 
14 0 0 3.3881317890172e-21 0 0 
-14 0 0 3.3881317890172e-21 0 0 
15 0 0 0 0 0 
-15 0 0 8.470329472543e-22 0 0 

0 0 1 -0.43583149568074 5.5511151231258e-17 -5.5511151231258e-17 
1 0 0 -0.019709546830116 0 0 
-1 0 0 -0.019709546830116 0 0 
2 0 0 -1.3877787807814e-17 0 0 
-2 0 0 -1.3877787807814e-17 0 0 
3 0 0 -1.0842021724855e-19 0 0 
-3 0 0 0 0 0 
4 0 0 3.4694469519536e-18 0 0 
-4 0 0 0 0 0 
5 0 0 0 0 0 
-5 0 0 4.336808689942e-19 0 0 
6 0 0 -5.4210108624275e-20 0 0 
-6 0 0 1.0842021724855e-19 0 0 
7 0 0 0 0 0 
-7 0 0 0 0 0 
8 0 0 1.3552527156069e-20 0 0 
-8 0 0 -1.3552527156069e-20 0 0 
9 0 0 -3.3881317890172e-21 0 0 
-9 0 0 -3.3881317890172e-21 0 0 
10 0 0 -2.1175823681358e-22 0 0 
-10 0 0 -2.1175823681358e-22 0 0 
11 0 0 0 0 0 
-11 0 0 0 0 0 
12 0 0 0 0 0 
-12 0 0 8.470329472543e-22 0 0 
13 0 0 2.6469779601697e-23 0 0 
-13 0 0 -2.6469779601697e-23 0 0 
14 0 0 8.470329472543e-22 0 0 
-14 0 0 0 0 0 
15 0 0 0 0 0 
-15 0 0 4.2351647362715e-22 0 0 

0 0 1 -0.067879009811863 0 0 
1 0 0 -0.25414984628241 0 0 
-1 0 0 -0.25414984628241 0 0 
2 0 0 6.9388939039072e-18 0 0 
-2 0 0 0 0 0 
3 0 0 0 0 0 
-3 0 0 -3.4694469519536e-18 0 0 
4 0 0 0 0 0 
-4 0 0 0 0 0 
5 0 0 0 0 0 
-5 0 0 8.673617379884e-19 0 0 
6 0 0 2.7105054312138e-20 0 0 
-6 0 0 -2.7105054312138e-20 0 0 
7 0 0 6.7762635780344e-21 0 0 
-7 0 0 6.7762635780344e-21 0 0 
8 0 0 0 0 0 
-8 0 0 0 0 0 
9 0 0 -3.3881317890172e-21 0 0 
-9 0 0 1.6940658945086e-21 0 0 
10 0 0 4.2351647362715e-22 0 0 
-10 0 0 -4.2351647362715e-22 0 0 
11 0 0 0 0 0 
-11 0 0 -1.6940658945086e-21 0 0 
12 0 0 0 0 0 
-12 0 0 -8.470329472543e-22 0 0 
13 0 0 1.0587911840679e-22 0 0 
-13 0 0 1.0587911840679e-22 0 0 
14 0 0 8.470329472543e-22 0 0 
-14 0 0 -8.470329472543e-22 0 0 
15 0 0 -4.2351647362715e-22 0 0 
-15 0 0 -4.2351647362715e-22 0 0 

0 0 1 -0.48906719405495 0 0 
1 0 0 -0.018419802715838 0 0 
-1 0 0 -0.018419802715838 0 0 
2 0 0 -6.9388939039072e-18 0 0 
-2 0 0 0 0 0 
3 0 0 -5.5511151231258e-17 0 0 
-3 0 0 0 0 0 
4 0 0 -5.5511151231258e-17 0 0 
-4 0 0 2.7755575615629e-17 0 0 
5 0 0 8.673617379884e-19 0 0 
-5 0 0 0 0 0 
6 0 0 0 0 0 
-6 0 0 1.0842021724855e-19 0 0 
7 0 0 -1.3552527156069e-20 0 0 
-7 0 0 -1.3552527156069e-20 0 0 
8 0 0 6.6174449004242e-24 0 0 
-8 0 0 -6.6174449004242e-24 0 0 
9 0 0 3.3881317890172e-21 0 0 
-9 0 0 0 0 0 
10 0 0 -1.6940658945086e-21 0 0 
-10 0 0 -1.6940658945086e-21 0 0 
11 0 0 -1.0587911840679e-22 0 0 
-11 0 0 0 0 0 
12 0 0 -1.0587911840679e-22 0 0 
-12 0 0 1.0587911840679e-22 0 0 
13 0 0 -2.1175823681358e-22 0 0 
-13 0 0 2.1175823681358e-22 0 0 
14 0 0 -2.6469779601697e-23 0 0 
-14 0 0 -2.6469779601697e-23 0 0 
15 0 0 0 0 0 
-15 0 0 0 0 0 

0 0 1 -0.50180818374713 -1.7347234759768e-18 1.7347234759768e-18 
1 0 0 -0.01935387603926 0 0 
-1 0 0 -0.01935387603926 0 0 
2 0 0 2.168404344971e-19 0 0 
-2 0 0 -4.336808689942e-19 0 0 
3 0 0 0 0 0 
-3 0 0 2.168404344971e-19 0 0 
4 0 0 -6.9388939039072e-18 0 0 
-4 0 0 -6.9388939039072e-18 0 0 
5 0 0 -1.7347234759768e-18 0 0 
-5 0 0 1.7347234759768e-18 0 0 
6 0 0 -3.3881317890172e-21 0 0 
-6 0 0 3.3881317890172e-21 0 0 
7 0 0 0 0 0 
-7 0 0 0 0 0 
8 0 0 0 0 0 
-8 0 0 1.3552527156069e-20 0 0 
9 0 0 8.470329472543e-22 0 0 
-9 0 0 -8.470329472543e-22 0 0 
10 0 0 0 0 0 
-10 0 0 -8.470329472543e-22 0 0 
11 0 0 0 0 0 
-11 0 0 0 0 0 
12 0 0 0 0 0 
-12 0 0 0 0 0 
13 0 0 5.2939559203394e-23 0 0 
-13 0 0 5.2939559203394e-23 0 0 
14 0 0 -2.1175823681358e-22 0 0 
-14 0 0 -4.2351647362715e-22 0 0 
15 0 0 -5.2939559203394e-23 0 0 
-15 0 0 5.2939559203394e-23 0 0 

0 0 1 -0.16414129805753 0 0 
1 0 0 -0.015095029349663 0 0 
-1 0 0 -0.015095029349663 0 0 
2 0 0 -3.4694469519536e-18 0 0 
-2 0 0 -6.9388939039072e-18 0 0 
3 0 0 0 0 0 
-3 0 0 0 0 0 
4 0 0 8.673617379884e-19 0 0 
-4 0 0 0 0 0 
5 0 0 0 0 0 
-5 0 0 0 0 0 
6 0 0 1.3552527156069e-20 0 0 
-6 0 0 -1.3552527156069e-20 0 0 
7 0 0 -1.3552527156069e-20 0 0 
-7 0 0 0 0 0 
8 0 0 0 0 0 
-8 0 0 3.3881317890172e-21 0 0 
9 0 0 0 0 0 
-9 0 0 0 0 0 
10 0 0 -8.470329472543e-22 0 0 
-10 0 0 0 0 0 
11 0 0 0 0 0 
-11 0 0 -5.2939559203394e-23 0 0 
12 0 0 2.1175823681358e-22 0 0 
-12 0 0 2.1175823681358e-22 0 0 
13 0 0 5.2939559203394e-23 0 0 
-13 0 0 0 0 0 
14 0 0 -1.0587911840679e-22 0 0 
-14 0 0 0 0 0 
15 0 0 0 0 0 
-15 0 0 0 0 0 

0 0 1 -0.72724108208641 0 0 
1 0 0 -0.048969856337941 0 0 
-1 0 0 -0.048969856337942 0 0 
2 0 0 2.168404344971e-19 0 0 
-2 0 0 0 0 0 
3 0 0 0 0 0 
-3 0 0 0 0 0 
4 0 0 0 0 0 
-4 0 0 0 0 0 
5 0 0 -1.0842021724855e-19 0 0 
-5 0 0 0 0 0 
6 0 0 1.3552527156069e-20 0 0 
-6 0 0 -6.7762635780344e-21 0 0 
7 0 0 6.7762635780344e-21 0 0 
-7 0 0 0 0 0 
8 0 0 0 0 0 
-8 0 0 -8.470329472543e-22 0 0 
9 0 0 0 0 0 
-9 0 0 -1.0587911840679e-22 0 0 
10 0 0 0 0 0 
-10 0 0 4.2351647362715e-22 0 0 
11 0 0 0 0 0 
-11 0 0 1.0587911840679e-22 0 0 
12 0 0 0 0 0 
-12 0 0 -4.1359030627651e-25 0 0 
13 0 0 2.6469779601697e-23 0 0 
-13 0 0 2.6469779601697e-23 0 0 
14 0 0 1.3234889800848e-23 0 0 
-14 0 0 0 0 0 
15 0 0 0 0 0 
-15 0 0 0 0 0 

0 0 1 -0.3777094414996 2.7755575615629e-17 -2.7755575615629e-17 
1 0 0 -0.020474466717168 0 0 
-1 0 0 -0.020474466717168 0 0 
2 0 0 1.3877787807814e-17 0 0 
-2 0 0 1.3877787807814e-17 0 0 
3 0 0 0 0 0 
-3 0 0 0 0 0 
4 0 0 4.336808689942e-19 0 0 
-4 0 0 -4.336808689942e-19 0 0 
5 0 0 0 0 0 
-5 0 0 5.4210108624275e-20 0 0 
6 0 0 0 0 0 
-6 0 0 1.6940658945086e-21 0 0 
7 0 0 -6.7762635780344e-21 0 0 
-7 0 0 6.7762635780344e-21 0 0 
8 0 0 0 0 0 
-8 0 0 0 0 0 
